Square id,Time Interval,Internet traffic activity
4159,2013-10-31 23:00:00+00:00,0.0
4159,2013-10-31 23:00:00+00:00,0.0
4159,2013-10-31 23:00:00+00:00,224.80187660047267
4159,2013-10-31 23:00:00+00:00,0.0
4159,2013-10-31 23:00:00+00:00,0.006651706275288
4159,2013-10-31 23:10:00+00:00,0.0
4159,2013-10-31 23:10:00+00:00,0.0
4159,2013-10-31 23:10:00+00:00,183.4994224825772
4159,2013-10-31 23:10:00+00:00,0.0055768171839554
4159,2013-10-31 23:20:00+00:00,0.0
4159,2013-10-31 23:20:00+00:00,204.4246520039036
4159,2013-10-31 23:20:00+00:00,0.006651706275288
4159,2013-10-31 23:30:00+00:00,0.0
4159,2013-10-31 23:30:00+00:00,0.0
4159,2013-10-31 23:30:00+00:00,211.9460094190544
4159,2013-10-31 23:30:00+00:00,0.4213868045802311
4159,2013-10-31 23:30:00+00:00,0.0
4159,2013-10-31 23:30:00+00:00,0.006651706275288
4159,2013-10-31 23:40:00+00:00,0.0
4159,2013-10-31 23:40:00+00:00,195.28661915679507
4159,2013-10-31 23:40:00+00:00,0.4813863268984733
4159,2013-10-31 23:40:00+00:00,0.0
4159,2013-10-31 23:40:00+00:00,0.0
4159,2013-10-31 23:50:00+00:00,0.0
4159,2013-10-31 23:50:00+00:00,211.8472910084524
4159,2013-10-31 23:50:00+00:00,0.0
4159,2013-10-31 23:50:00+00:00,0.013303412550576
4159,2013-11-01 00:00:00+00:00,0.0
4159,2013-11-01 00:00:00+00:00,218.10729519808683
4159,2013-11-01 00:00:00+00:00,0.006651706275288
4159,2013-11-01 00:10:00+00:00,0.0
4159,2013-11-01 00:10:00+00:00,261.1945822878436
4159,2013-11-01 00:10:00+00:00,0.4813863268984733
4159,2013-11-01 00:10:00+00:00,0.013303412550576
4159,2013-11-01 00:20:00+00:00,0.0
4159,2013-11-01 00:20:00+00:00,175.92152015271455
4159,2013-11-01 00:20:00+00:00,0.0055768171839554
4159,2013-11-01 00:20:00+00:00,0.006651706275288
4159,2013-11-01 00:20:00+00:00,0.0
4159,2013-11-01 00:30:00+00:00,0.0
4159,2013-11-01 00:30:00+00:00,204.93506434449225
4159,2013-11-01 00:30:00+00:00,0.0
4159,2013-11-01 00:40:00+00:00,0.0
4159,2013-11-01 00:40:00+00:00,175.94566658304583
4159,2013-11-01 00:40:00+00:00,0.013303412550576
4159,2013-11-01 00:50:00+00:00,0.0
4159,2013-11-01 00:50:00+00:00,188.5041502448117
